idade,tempo_cliente_meses,genero,tipo_contrato,tipo_internet,valor_mensal,valor_total,num_servicos_extra,suporte_tecnico,pagamento_automatico,forma_pagamento,num_reclamacoes_12m,atrasos_pagamento_12m,uso_dados_gb,churn
64,16,M,anual,nenhuma,76.6,1266.69,5,nao,nao,boleto,1,0,71.2,0
66,47,F,anual,fibra,129.32,5983.17,4,nao,sim,pix,0,1,191.5,0
68,19,F,anual,dsl,65.99,1198.18,2,nao,nao,boleto,0,0,36.9,0
79,71,F,mensal,fibra,115.97,7457.25,2,nao,sim,debito_automatico,0,0,17.7,0
66,35,F,anual,fibra,101.51,3275.35,4,sim,nao,debito_automatico,1,1,38.0,1
50,40,M,mensal,dsl,126.44,5134.43,7,nao,sim,pix,2,2,47.9,0
46,66,M,anual,fibra,103.29,5872.97,3,nao,sim,boleto,0,1,82.3,0
42,22,F,mensal,nenhuma,28.96,639.48,0,nao,sim,debito_automatico,0,0,123.7,0
69,34,F,anual,dsl,82.42,2845.9,3,nao,sim,cartao_credito,5,0,156.0,0
42,39,F,bianual,fibra,98.99,3826.61,0,nao,sim,boleto,0,0,112.8,0
53,20,M,mensal,fibra,143.37,2468.55,7,nao,nao,cartao_credito,3,1,201.4,1
23,4,F,anual,dsl,69.84,278.95,4,sim,sim,cartao_credito,3,0,46.1,0
37,21,F,anual,fibra,95.38,1992.23,1,nao,sim,debito_automatico,1,1,45.0,0
34,9,M,mensal,fibra,120.25,922.75,4,nao,nao,cartao_credito,3,2,28.7,1
44,49,F,bianual,fibra,105.61,5322.15,4,nao,nao,cartao_credito,1,0,76.5,0
49,1,F,mensal,fibra,122.36,107.24,4,nao,sim,cartao_credito,4,3,41.5,1
62,23,M,anual,nenhuma,48.39,1159.89,4,sim,sim,boleto,1,1,165.6,0
44,64,M,bianual,fibra,151.19,8361.69,7,sim,sim,debito_automatico,0,0,22.5,0
27,41,M,bianual,fibra,136.03,5006.18,6,sim,sim,boleto,0,0,193.0,0
51,49,F,anual,dsl,86.69,4197.04,2,sim,sim,debito_automatico,1,1,36.2,0
21,49,M,bianual,dsl,60.95,2620.54,1,sim,sim,boleto,1,1,176.0,0
70,22,M,mensal,nenhuma,84.44,1647.75,7,sim,nao,debito_automatico,0,1,47.8,0
65,46,M,anual,nenhuma,63.3,2481.54,5,nao,nao,debito_automatico,0,2,138.6,0
31,16,M,mensal,fibra,77.01,1251.01,0,sim,sim,cartao_credito,0,2,83.1,0
34,46,M,anual,fibra,120.36,4747.73,4,sim,sim,debito_automatico,0,0,134.0,0
19,50,F,bianual,dsl,61.03,2979.83,0,nao,nao,cartao_credito,2,3,12.1,0
40,64,M,bianual,fibra,94.82,5864.95,0,sim,nao,boleto,3,0,63.7,0
20,67,M,mensal,dsl,60.65,3869.51,1,nao,nao,cartao_credito,1,0,183.6,0
76,2,M,mensal,fibra,94.35,174.55,2,nao,nao,boleto,0,1,74.0,0
26,22,M,anual,nenhuma,30.16,603.75,0,sim,nao,debito_automatico,0,0,44.9,0
58,40,M,bianual,dsl,106.36,4430.49,6,nao,nao,debito_automatico,3,2,21.1,0
53,24,F,anual,dsl,85.75,2072.55,3,sim,sim,boleto,1,1,39.2,0
32,45,F,mensal,fibra,119.81,5577.71,4,nao,nao,debito_automatico,2,0,203.3,1
68,62,F,mensal,nenhuma,59.53,3678.97,6,nao,nao,boleto,1,0,117.3,1
24,19,M,anual,dsl,107.27,2070.34,6,sim,sim,cartao_credito,3,0,141.5,0
72,65,F,anual,dsl,102.93,6977.04,6,nao,nao,debito_automatico,3,0,60.5,0
63,64,F,bianual,dsl,74.13,4463.12,1,nao,sim,cartao_credito,2,1,56.5,0
57,66,M,bianual,fibra,130.23,8864.89,5,sim,sim,debito_automatico,1,1,140.8,0
72,6,M,bianual,fibra,145.64,750.29,7,sim,sim,cartao_credito,0,2,168.7,1
42,22,F,mensal,fibra,93.34,1789.76,0,nao,nao,cartao_credito,1,0,51.7,1
35,9,M,anual,dsl,98.22,838.08,6,sim,sim,boleto,0,2,119.5,0
27,9,M,mensal,dsl,97.84,828.43,6,nao,nao,cartao_credito,2,0,103.3,1
75,4,F,mensal,fibra,137.22,514.65,6,nao,nao,cartao_credito,0,0,19.4,1
42,32,M,mensal,nenhuma,41.64,1275.77,3,nao,sim,cartao_credito,0,1,98.9,0
69,7,F,mensal,fibra,96.17,644.7,1,sim,sim,cartao_credito,0,0,79.2,0
38,22,M,anual,dsl,110.52,2490.07,5,nao,sim,debito_automatico,3,1,23.5,0
77,71,M,bianual,fibra,130.34,8506.24,4,nao,nao,boleto,3,0,132.1,0
71,64,M,bianual,fibra,132.46,7742.01,5,nao,nao,cartao_credito,3,1,31.3,0
37,68,M,anual,fibra,118.41,7974.41,2,nao,sim,cartao_credito,2,1,46.2,0
48,3,F,mensal,dsl,56.4,165.76,1,nao,nao,cartao_credito,1,1,447.0,1
67,48,F,anual,dsl,130.92,6384.51,7,sim,nao,boleto,2,0,43.5,0
32,46,F,anual,fibra,118.32,4962.97,4,sim,nao,boleto,2,2,62.1,0
19,10,F,mensal,dsl,119.03,1013.28,6,nao,sim,cartao_credito,1,2,18.6,0
35,66,M,bianual,dsl,127.0,8707.33,7,nao,sim,debito_automatico,1,2,290.8,0
54,30,M,anual,fibra,99.97,2575.76,3,nao,nao,cartao_credito,0,1,213.5,0
26,71,M,bianual,dsl,82.74,5792.31,2,nao,sim,boleto,1,1,8.0,0
38,9,F,anual,fibra,143.73,1182.8,7,nao,sim,pix,3,2,405.1,1
74,47,F,anual,nenhuma,60.46,2656.08,5,nao,sim,cartao_credito,0,1,258.6,0
22,10,M,anual,dsl,99.2,1009.47,5,nao,sim,cartao_credito,1,2,91.3,0
21,69,F,mensal,fibra,137.94,8888.88,7,nao,nao,boleto,0,0,37.6,1
44,44,F,anual,dsl,67.02,2591.69,1,nao,nao,boleto,1,0,200.8,0
18,6,M,mensal,fibra,98.47,591.34,2,nao,nao,debito_automatico,1,0,140.8,1
19,16,F,mensal,nenhuma,26.42,361.02,0,nao,nao,boleto,0,1,317.0,1
29,26,F,mensal,dsl,89.68,2110.05,3,nao,nao,debito_automatico,1,0,295.5,1
24,1,F,mensal,fibra,117.09,112.13,3,nao,nao,boleto,5,0,80.5,1
68,1,M,mensal,dsl,76.12,71.37,3,nao,nao,pix,1,0,92.8,1
25,67,M,bianual,fibra,102.33,6678.16,1,nao,nao,cartao_credito,1,1,34.8,0
50,71,M,anual,nenhuma,61.75,4061.0,6,nao,nao,debito_automatico,3,1,38.6,0
61,39,F,bianual,nenhuma,42.29,1530.75,3,nao,sim,cartao_credito,1,2,71.8,0
56,65,F,bianual,dsl,75.56,4517.17,3,nao,sim,cartao_credito,1,0,131.2,0
58,48,F,bianual,dsl,109.29,5389.94,6,nao,sim,boleto,0,0,313.8,0
40,3,M,mensal,dsl,82.25,210.59,3,nao,nao,debito_automatico,2,1,39.8,1
73,52,M,bianual,fibra,150.28,8110.95,7,nao,nao,cartao_credito,0,0,75.0,0
22,2,F,mensal,fibra,97.78,180.24,1,nao,nao,cartao_credito,3,0,154.1,0
24,59,M,anual,nenhuma,66.7,3632.19,6,nao,nao,debito_automatico,0,1,91.4,0
71,27,F,anual,fibra,157.9,4242.74,7,nao,nao,debito_automatico,3,0,123.2,1
22,11,F,mensal,fibra,132.42,1351.24,6,nao,sim,pix,1,0,86.1,0
29,19,M,anual,fibra,149.35,2761.97,7,nao,sim,boleto,1,1,26.0,0
28,50,M,mensal,nenhuma,64.1,3303.48,5,nao,nao,boleto,2,1,195.9,0
20,61,M,bianual,nenhuma,61.5,3823.68,4,sim,sim,debito_automatico,1,1,125.5,0
25,42,M,bianual,fibra,133.16,5330.27,6,sim,nao,cartao_credito,3,1,50.5,0
53,12,F,bianual,fibra,154.42,1840.68,7,nao,nao,debito_automatico,0,0,68.2,0
58,65,M,mensal,dsl,98.03,5916.27,4,nao,sim,pix,2,0,45.9,0
23,57,M,anual,fibra,137.93,7902.96,5,nao,nao,debito_automatico,0,1,137.4,0
76,30,M,bianual,nenhuma,26.26,696.44,0,nao,nao,boleto,0,1,15.8,0
23,40,M,bianual,nenhuma,77.52,2663.98,7,nao,nao,cartao_credito,2,1,44.2,0
60,70,F,mensal,dsl,125.58,8422.68,6,sim,nao,debito_automatico,0,1,61.0,0
67,28,F,mensal,fibra,90.07,2252.28,1,nao,sim,debito_automatico,1,0,61.8,1
50,2,F,anual,dsl,78.05,155.44,2,sim,nao,debito_automatico,0,1,32.5,0
48,11,F,mensal,nenhuma,35.66,341.37,1,sim,sim,cartao_credito,1,0,84.6,0
24,44,M,bianual,fibra,105.5,3953.59,2,nao,sim,cartao_credito,0,2,16.1,0
32,72,F,bianual,nenhuma,82.48,5850.32,7,nao,sim,debito_automatico,0,1,139.4,0
70,54,M,anual,fibra,109.92,5639.85,3,sim,nao,boleto,0,2,245.3,0
39,45,F,anual,nenhuma,52.42,2454.21,3,nao,nao,cartao_credito,0,0,105.1,0
20,24,M,anual,dsl,105.53,2278.17,6,nao,sim,cartao_credito,0,0,32.9,0
63,32,M,bianual,fibra,127.42,3566.34,2,nao,nao,cartao_credito,0,1,129.9,0
60,3,M,mensal,fibra,154.57,396.3,7,sim,nao,cartao_credito,2,1,62.6,0
22,27,F,anual,fibra,142.13,3602.84,6,sim,nao,cartao_credito,1,0,105.0,0
21,45,M,anual,fibra,110.6,4330.8,2,nao,sim,debito_automatico,1,1,87.4,0
25,66,F,anual,nenhuma,79.72,5288.5,5,nao,sim,pix,0,2,151.4,0
21,67,M,bianual,fibra,106.24,6152.85,3,nao,sim,cartao_credito,1,0,103.7,0
56,60,F,mensal,nenhuma,39.54,2453.42,2,sim,nao,pix,0,0,58.2,0
26,2,F,mensal,fibra,130.74,250.54,7,nao,sim,boleto,1,2,42.1,1
55,59,M,bianual,dsl,83.47,4871.91,3,nao,sim,debito_automatico,0,1,65.8,0
28,16,M,anual,nenhuma,31.79,445.66,0,sim,nao,debito_automatico,0,1,166.3,0
78,45,M,anual,dsl,71.04,2774.51,3,sim,sim,cartao_credito,1,2,64.1,0
63,69,F,bianual,nenhuma,68.48,4350.59,4,nao,nao,debito_automatico,0,0,121.1,0
41,64,F,anual,nenhuma,27.25,1663.93,1,nao,nao,cartao_credito,1,1,127.2,0
44,48,M,bianual,dsl,92.26,4273.93,5,sim,sim,pix,1,1,71.1,0
22,22,M,mensal,dsl,63.96,1288.86,1,sim,sim,debito_automatico,0,0,66.6,0
21,38,M,mensal,fibra,102.75,3531.75,0,nao,sim,debito_automatico,3,2,77.9,1
51,51,M,bianual,fibra,115.13,6143.38,4,nao,nao,cartao_credito,2,1,18.2,0
19,38,F,anual,fibra,100.33,3448.57,1,sim,sim,cartao_credito,3,2,113.5,0
57,30,M,bianual,dsl,109.2,2874.97,6,sim,sim,cartao_credito,5,0,53.6,0
41,30,M,bianual,dsl,59.55,1646.96,0,sim,sim,cartao_credito,3,1,95.4,0
26,44,F,bianual,dsl,83.84,3359.81,3,nao,sim,cartao_credito,2,0,49.4,0
51,3,F,mensal,nenhuma,31.09,87.15,0,nao,nao,cartao_credito,3,1,210.6,1
52,72,F,anual,fibra,109.56,7689.08,3,nao,sim,boleto,1,0,213.6,0
64,8,M,anual,nenhuma,94.5,733.8,7,nao,nao,cartao_credito,3,0,127.1,0
30,71,F,anual,fibra,129.11,9072.01,5,nao,nao,boleto,1,0,6.4,0
51,3,F,anual,fibra,120.05,317.41,4,nao,nao,pix,2,0,73.4,0
70,37,F,bianual,dsl,73.78,2345.47,1,sim,nao,cartao_credito,2,0,152.3,0
34,31,M,mensal,fibra,100.96,3155.3,2,sim,sim,pix,3,1,343.9,1
69,42,F,mensal,dsl,81.56,3060.46,3,nao,sim,debito_automatico,2,0,24.9,0
62,32,F,anual,dsl,81.22,2373.27,4,sim,sim,boleto,0,2,7.0,0
44,65,F,bianual,dsl,83.15,5086.6,1,nao,sim,boleto,0,3,53.7,0
72,2,F,mensal,fibra,164.47,326.72,7,nao,nao,pix,1,2,48.3,1
77,71,F,bianual,fibra,129.12,8092.32,5,sim,sim,boleto,0,1,126.3,0
32,50,F,bianual,fibra,110.16,5675.89,2,nao,sim,boleto,1,2,31.6,1
78,57,F,anual,fibra,90.04,4692.47,0,nao,nao,debito_automatico,0,0,50.6,0
18,11,M,mensal,fibra,119.21,1372.33,4,nao,nao,debito_automatico,0,4,55.2,1
26,5,M,anual,fibra,114.96,521.39,3,sim,nao,boleto,0,2,97.5,1
20,29,F,anual,dsl,94.68,2732.35,5,nao,sim,boleto,0,0,121.4,0
40,24,F,bianual,nenhuma,44.83,995.59,4,nao,nao,debito_automatico,1,2,43.6,0
76,57,F,mensal,dsl,97.1,5630.55,5,nao,sim,boleto,1,1,98.1,1
55,65,F,bianual,fibra,137.66,8433.23,6,nao,nao,pix,3,0,7.9,0
56,31,F,anual,dsl,89.5,2841.38,4,nao,nao,cartao_credito,1,0,223.5,1
23,56,F,bianual,fibra,129.38,7250.99,5,sim,nao,cartao_credito,1,1,36.2,0
49,5,M,mensal,fibra,103.12,498.69,2,nao,sim,boleto,1,1,176.5,1
41,54,F,mensal,fibra,153.0,7435.78,7,sim,nao,debito_automatico,2,2,48.0,1
47,8,M,mensal,nenhuma,53.27,384.39,3,nao,sim,cartao_credito,2,2,125.1,0
34,49,F,anual,dsl,106.17,5453.52,5,sim,sim,debito_automatico,0,2,62.9,0
30,28,F,mensal,fibra,149.96,4346.17,7,sim,nao,debito_automatico,1,1,145.0,1
77,30,M,bianual,dsl,69.42,1827.86,2,nao,sim,debito_automatico,1,0,168.5,0
52,20,M,mensal,nenhuma,29.93,533.24,0,nao,sim,debito_automatico,2,0,208.4,0
43,30,M,bianual,fibra,82.16,2147.74,1,nao,sim,cartao_credito,3,1,110.9,0
22,63,F,bianual,dsl,79.83,4477.41,1,nao,sim,cartao_credito,2,1,12.1,0
65,59,M,bianual,fibra,92.2,4939.6,0,nao,sim,cartao_credito,1,1,32.8,0
47,25,M,mensal,fibra,139.48,3548.11,4,nao,nao,boleto,2,0,214.9,1
41,22,F,anual,nenhuma,34.05,651.0,2,nao,sim,cartao_credito,1,0,70.1,0
59,37,M,bianual,fibra,81.06,3078.47,0,nao,nao,debito_automatico,1,0,66.0,0
26,50,F,bianual,dsl,65.93,3442.82,1,nao,nao,debito_automatico,2,0,130.0,0
51,14,F,mensal,fibra,108.9,1381.82,2,sim,nao,cartao_credito,2,1,115.8,1
71,53,M,anual,dsl,73.71,3677.1,2,sim,nao,boleto,2,0,295.9,0
46,69,M,bianual,dsl,112.49,7419.25,7,sim,nao,pix,2,0,77.5,0
18,61,F,mensal,nenhuma,59.98,3260.48,5,nao,sim,pix,1,2,68.9,0
32,40,F,bianual,dsl,83.12,3312.55,5,nao,nao,debito_automatico,0,2,164.0,0
21,24,M,mensal,dsl,97.27,2255.11,5,sim,sim,cartao_credito,1,0,134.4,0
49,24,F,mensal,fibra,127.74,2674.68,6,sim,sim,cartao_credito,2,1,25.0,0
40,54,F,bianual,fibra,94.98,5278.67,2,sim,nao,debito_automatico,0,3,70.0,0
26,33,M,anual,dsl,51.95,1560.81,0,nao,sim,cartao_credito,1,2,310.1,0
60,8,F,mensal,fibra,125.45,884.42,4,sim,nao,debito_automatico,1,0,40.2,1
28,49,F,anual,fibra,105.9,5429.72,0,nao,nao,cartao_credito,1,1,67.6,0
39,10,M,anual,nenhuma,40.83,355.46,1,nao,nao,boleto,1,0,260.0,0
79,72,F,bianual,fibra,149.47,9276.05,6,nao,sim,boleto,2,2,256.3,0
22,31,M,mensal,fibra,127.23,3539.9,4,nao,sim,debito_automatico,4,3,195.4,1
33,25,M,mensal,nenhuma,67.93,1551.95,5,nao,sim,cartao_credito,3,2,60.5,0
37,4,M,mensal,dsl,107.05,401.12,4,nao,sim,debito_automatico,1,0,45.8,1
49,13,F,anual,dsl,76.42,980.58,4,nao,nao,debito_automatico,1,1,160.6,1
33,69,F,anual,fibra,102.69,6541.03,2,nao,nao,debito_automatico,0,0,222.2,0
78,39,F,bianual,fibra,95.32,3575.72,1,nao,nao,debito_automatico,0,1,76.4,0
18,65,M,anual,dsl,78.15,4323.69,2,nao,nao,debito_automatico,3,0,109.1,0
76,69,F,bianual,fibra,130.17,8325.88,6,sim,sim,debito_automatico,0,1,42.7,0
51,4,F,anual,dsl,117.11,486.71,7,nao,sim,boleto,0,1,19.7,1
20,28,M,anual,fibra,94.64,2663.09,0,nao,nao,debito_automatico,0,1,21.4,1
25,61,M,anual,fibra,128.51,7824.69,4,nao,sim,debito_automatico,1,0,77.2,0
24,36,F,anual,fibra,120.36,3946.91,3,nao,sim,pix,0,1,38.9,0
35,37,M,bianual,fibra,134.31,4709.24,4,nao,nao,cartao_credito,0,1,103.1,1
38,42,F,anual,fibra,97.61,4177.12,1,nao,sim,cartao_credito,1,0,45.6,0
57,51,F,bianual,dsl,59.24,3099.89,0,nao,sim,debito_automatico,1,0,188.4,0
37,68,M,anual,dsl,57.11,3852.83,1,nao,sim,debito_automatico,0,1,57.3,0
62,64,F,mensal,fibra,90.28,5438.8,1,sim,sim,cartao_credito,0,0,64.6,0
36,46,F,anual,dsl,69.12,2749.12,0,sim,nao,debito_automatico,2,1,215.2,0
34,42,M,bianual,fibra,99.5,3651.91,2,nao,sim,cartao_credito,3,0,96.1,0
35,26,F,bianual,fibra,135.13,2986.58,5,sim,nao,boleto,2,0,104.4,0
38,9,M,mensal,nenhuma,85.25,707.28,7,nao,sim,debito_automatico,1,2,66.0,0
69,52,F,anual,dsl,104.4,4639.87,5,sim,sim,debito_automatico,1,2,88.4,0
33,1,M,mensal,dsl,49.73,46.6,1,nao,sim,boleto,1,0,29.2,1
34,51,M,bianual,fibra,113.13,5593.7,2,nao,nao,debito_automatico,1,3,163.9,1
77,36,M,bianual,fibra,105.54,3682.33,2,nao,sim,debito_automatico,2,2,49.3,1
58,57,M,mensal,dsl,58.2,3188.22,1,nao,nao,debito_automatico,0,2,24.0,1
29,69,M,bianual,dsl,108.99,6732.44,7,nao,nao,debito_automatico,1,0,116.6,0
71,40,M,bianual,dsl,103.29,3940.88,5,nao,sim,boleto,0,0,128.8,0
29,42,F,bianual,nenhuma,54.85,2409.59,3,sim,sim,cartao_credito,0,0,81.4,0
28,36,M,anual,fibra,112.98,3818.87,3,sim,nao,cartao_credito,0,0,228.8,0
45,27,M,anual,dsl,61.89,1712.64,2,sim,nao,cartao_credito,0,0,47.0,1
60,7,M,mensal,dsl,70.45,456.8,3,nao,sim,cartao_credito,1,2,75.5,0
29,3,F,mensal,fibra,136.02,397.7,5,nao,nao,cartao_credito,1,0,10.1,1
64,53,M,mensal,fibra,135.78,6810.38,7,sim,nao,cartao_credito,3,2,3.2,1
27,66,F,anual,dsl,78.05,5088.07,3,nao,nao,boleto,1,1,96.8,0
66,4,F,mensal,fibra,119.45,491.88,1,sim,sim,cartao_credito,1,0,118.1,0
23,24,M,anual,dsl,114.68,2582.17,7,sim,sim,cartao_credito,1,0,91.8,0
46,44,F,bianual,dsl,76.94,3390.37,2,sim,sim,cartao_credito,4,3,118.6,0
57,51,M,bianual,fibra,81.51,4267.2,0,nao,nao,cartao_credito,1,0,160.4,0
34,53,F,mensal,dsl,77.18,4122.89,4,sim,sim,pix,1,0,75.3,0
55,50,M,mensal,dsl,109.37,4675.08,6,nao,nao,debito_automatico,1,0,62.6,1
60,7,F,mensal,fibra,103.74,617.28,2,nao,sim,pix,0,2,34.2,0
58,19,F,anual,nenhuma,50.39,982.87,2,nao,sim,pix,0,1,103.1,0
42,34,M,mensal,fibra,107.15,3628.03,2,sim,sim,debito_automatico,1,0,175.4,0
65,5,M,anual,nenhuma,101.45,528.36,6,nao,nao,pix,1,0,135.7,0
63,25,M,mensal,fibra,142.22,3230.16,7,nao,sim,cartao_credito,3,1,294.6,0
38,28,M,mensal,fibra,141.11,3981.08,6,nao,nao,cartao_credito,1,0,86.5,1
63,71,F,bianual,dsl,56.65,4063.6,1,sim,nao,pix,2,0,57.2,0
74,23,F,anual,fibra,147.06,3454.98,6,sim,nao,pix,1,1,72.2,0
68,70,F,anual,fibra,110.32,7632.86,2,nao,nao,debito_automatico,3,2,145.1,0
63,51,F,bianual,fibra,131.11,5868.58,6,sim,nao,cartao_credito,1,0,118.0,0
65,50,F,bianual,dsl,109.26,5387.55,7,nao,nao,debito_automatico,2,0,49.3,0
67,60,F,mensal,dsl,106.77,6219.76,5,sim,sim,boleto,1,0,99.3,0
35,61,M,bianual,fibra,156.81,8768.94,7,nao,sim,debito_automatico,1,2,44.5,0
62,17,M,mensal,fibra,87.48,1326.13,1,nao,nao,boleto,0,0,118.6,0
30,31,M,anual,fibra,127.07,4045.61,5,nao,sim,cartao_credito,2,0,13.5,0
40,39,M,anual,nenhuma,40.37,1382.96,0,nao,sim,boleto,0,1,19.0,0
75,71,M,anual,fibra,129.46,8589.05,5,nao,nao,cartao_credito,0,1,24.3,1
35,3,M,mensal,dsl,73.27,214.22,2,sim,nao,cartao_credito,3,0,35.3,0
70,35,M,bianual,fibra,155.02,5666.38,7,nao,sim,debito_automatico,0,2,110.3,0
44,16,M,anual,dsl,69.14,1088.76,3,nao,nao,boleto,0,1,142.4,0
31,15,M,bianual,nenhuma,66.28,905.69,6,nao,sim,cartao_credito,1,1,79.3,0
24,55,M,anual,fibra,104.21,4941.35,2,nao,sim,boleto,1,2,24.1,0
51,15,M,bianual,dsl,65.44,896.73,0,nao,nao,pix,3,1,165.2,0
45,58,M,bianual,fibra,138.96,7322.68,5,nao,sim,cartao_credito,2,0,74.0,0
49,72,F,anual,dsl,69.56,5077.51,1,sim,nao,cartao_credito,0,0,189.8,0
20,56,F,bianual,fibra,129.69,6720.24,5,sim,nao,debito_automatico,0,2,86.3,0
34,13,M,anual,fibra,123.84,1400.13,3,sim,sim,cartao_credito,3,1,16.5,0
18,11,M,mensal,fibra,145.58,1639.81,7,nao,sim,debito_automatico,0,1,40.8,1
36,32,M,anual,fibra,111.42,3043.5,2,sim,nao,cartao_credito,1,0,13.8,0
75,40,M,bianual,nenhuma,57.1,1942.77,3,sim,nao,pix,0,2,5.9,0
27,57,M,bianual,dsl,109.37,5890.91,5,nao,nao,pix,0,2,58.3,0
60,31,F,anual,fibra,138.35,3704.9,6,sim,nao,cartao_credito,3,1,87.3,1
18,13,M,anual,dsl,60.9,700.99,1,sim,nao,pix,3,1,111.3,0
52,72,M,anual,dsl,106.16,8003.2,5,sim,sim,boleto,0,0,148.6,0
75,66,F,anual,fibra,125.77,8457.48,3,sim,sim,boleto,0,0,51.5,0
39,48,F,bianual,fibra,142.45,6856.8,7,sim,sim,debito_automatico,1,0,24.8,0
30,51,M,bianual,dsl,86.96,4364.7,5,sim,sim,debito_automatico,1,2,86.1,0
53,68,M,anual,fibra,148.55,8682.79,6,sim,nao,cartao_credito,4,1,51.9,0
35,35,F,mensal,dsl,58.67,2088.73,2,nao,nao,pix,0,1,137.7,1
73,11,M,mensal,fibra,93.26,968.66,2,nao,nao,cartao_credito,2,0,53.8,1
70,44,F,bianual,fibra,136.65,5228.94,6,nao,nao,cartao_credito,2,1,111.6,1
58,33,F,anual,dsl,55.82,1676.55,0,nao,sim,cartao_credito,2,2,255.5,0
57,58,M,anual,dsl,78.52,4328.24,4,nao,sim,pix,1,0,133.3,0
55,56,F,anual,nenhuma,82.77,3952.55,7,nao,sim,pix,2,0,204.7,0
63,34,M,bianual,fibra,148.13,4535.22,7,nao,nao,boleto,3,5,17.3,0
46,27,M,anual,dsl,91.16,2257.49,5,sim,nao,debito_automatico,0,1,22.4,0
78,31,M,anual,nenhuma,65.27,1907.55,3,sim,nao,debito_automatico,1,5,89.9,0
39,46,F,mensal,dsl,106.44,4163.74,6,sim,nao,cartao_credito,0,1,132.6,0
18,46,M,mensal,nenhuma,34.03,1507.6,0,nao,sim,cartao_credito,0,1,109.2,0
61,37,M,mensal,nenhuma,61.35,2019.18,6,nao,sim,boleto,1,0,38.6,0
59,39,F,anual,dsl,51.28,1938.82,1,sim,sim,cartao_credito,1,0,125.6,0
78,72,M,anual,nenhuma,68.68,4439.73,5,sim,nao,cartao_credito,0,3,95.4,0
42,19,F,mensal,dsl,85.84,1517.68,2,nao,sim,cartao_credito,1,0,53.5,0
44,13,F,mensal,fibra,129.92,1646.27,6,nao,nao,boleto,0,1,195.7,1
52,58,F,mensal,nenhuma,58.15,3309.68,4,sim,sim,boleto,0,0,131.8,0
42,68,F,anual,dsl,101.12,5886.81,7,nao,nao,pix,0,0,176.5,0
66,44,F,mensal,fibra,132.25,5568.87,6,nao,nao,debito_automatico,1,0,90.4,1
44,29,M,mensal,fibra,147.54,4335.69,7,nao,sim,debito_automatico,1,0,119.9,0
66,26,F,mensal,fibra,94.06,2179.69,1,nao,nao,debito_automatico,1,2,108.0,1
44,34,F,anual,nenhuma,38.56,1253.88,3,nao,nao,boleto,3,3,15.0,0
31,4,F,bianual,fibra,103.38,388.51,3,sim,nao,boleto,0,0,80.5,0
79,39,F,bianual,fibra,74.91,2979.88,0,nao,sim,cartao_credito,1,0,103.3,0
50,20,F,mensal,dsl,58.81,1102.98,0,nao,nao,debito_automatico,2,2,155.9,0
61,20,F,bianual,fibra,94.78,1969.09,0,nao,sim,boleto,4,1,38.9,0
54,41,M,bianual,nenhuma,77.74,3125.14,6,nao,sim,cartao_credito,2,1,85.0,0
40,70,F,anual,fibra,106.73,7189.27,3,nao,sim,pix,3,1,187.6,0
78,15,F,mensal,fibra,146.05,1990.04,6,sim,nao,boleto,1,1,65.9,1
41,66,F,bianual,fibra,143.65,9189.88,6,sim,sim,debito_automatico,2,1,18.5,0
79,38,M,bianual,dsl,55.06,1833.36,0,nao,nao,cartao_credito,2,1,130.8,0
44,71,M,bianual,dsl,101.75,6742.02,6,sim,sim,cartao_credito,1,0,90.6,0
19,28,F,anual,fibra,92.81,2356.71,1,nao,sim,debito_automatico,2,1,13.4,0
20,72,M,bianual,fibra,115.54,8186.24,3,nao,nao,boleto,1,1,70.8,0
78,48,F,bianual,nenhuma,93.94,4521.74,7,sim,sim,cartao_credito,0,1,82.6,0
50,49,F,mensal,dsl,80.1,4065.12,2,sim,sim,pix,2,0,66.2,0
42,41,M,mensal,dsl,108.95,3995.33,7,nao,sim,pix,1,0,86.8,0
68,33,M,bianual,fibra,126.31,4280.56,4,sim,sim,cartao_credito,1,2,93.8,0
56,38,F,mensal,nenhuma,20.0,774.58,0,sim,sim,cartao_credito,0,0,98.7,0
58,62,M,anual,dsl,108.84,6899.82,6,nao,nao,cartao_credito,0,1,74.5,0
60,58,F,anual,fibra,83.35,4825.09,0,sim,nao,cartao_credito,2,0,140.3,0
30,2,M,mensal,nenhuma,70.52,127.44,5,nao,sim,boleto,0,0,136.7,1
23,51,M,mensal,nenhuma,72.75,3805.14,3,nao,sim,cartao_credito,1,2,48.8,0
63,61,M,bianual,dsl,58.44,3457.57,1,nao,nao,pix,1,0,217.7,0
19,54,F,anual,dsl,110.38,5949.33,4,nao,sim,boleto,2,0,45.3,0
62,36,F,bianual,fibra,109.93,3526.32,2,sim,sim,boleto,1,0,98.5,0
26,25,F,mensal,dsl,49.0,1079.82,0,nao,sim,cartao_credito,0,2,104.3,1
34,49,M,bianual,fibra,115.64,5130.15,4,nao,nao,boleto,2,1,28.0,0
61,48,F,bianual,dsl,73.92,3378.82,0,nao,nao,cartao_credito,1,0,21.9,0
56,27,M,bianual,fibra,125.94,3173.66,4,sim,sim,debito_automatico,1,0,52.6,0
66,30,F,anual,fibra,93.47,2881.27,1,sim,sim,cartao_credito,0,1,126.9,0
55,27,F,mensal,nenhuma,71.37,1642.96,6,sim,nao,debito_automatico,1,1,4.6,0
20,4,M,anual,fibra,149.45,517.7,7,sim,sim,pix,1,0,60.7,0
